Số TT,Mã MH,Tên MH (Tiếng Việt),Tên MH (Tiếng Anh),Còn mở lớp,Đơn vị quản lý chuyên môn,Loại MH,Mã cũ,Mã môn học tương đương,Mã môn học tiên quyết,Mã môn học trước,Số TCLT,Số TCTH
260,CS510,Lý thuyết thông tin,Information theory,,KHMT,CN,,NT104,,,3,0
261,CS511,Ngôn ngữ lập trình C#,C# programming language,,KHMT,CNTC,CS512,,,IT002IT003IT001,3,1
262,CS513,Ngôn ngữ lập trình Java,Java programming language,,KHMT,CN,,SE330,,,3,1
263,CS515,Phân tích thiết kế hệ thống thông tin,Information system analysis and design,,KHMT,CN,,,,,3,1
264,CS516,Phân tích thiết kế hướng đối tượng với UML,Object-oriented analysis and design with UML,,KHMT,CN,,,,,3,1
265,CS517,Quản lý dự án,Project management,,KHMT,CN,,IS208,,,3,0
266,CS518,Xây dựng phần mềm hướng đối tượng,Object-oriented software development,,KHMT,CN,,,,,3,1
267,CS519,Phương pháp luận nghiên cứu khoa học,Scientific research methodology,,KHMT,CNTC,SS005,,,,3,0
268,CS521,Toán rời rạc nâng cao,Advance Discerete Mathematics,,KHMT,CNTC,,,,IT003MA004,4,0
269,CS522,Đại số máy tính,Computer algebra,,KHMT,CĐTN,,,,IT003MA004,3,1
270,CS523,Cấu trúc dữ liệu và giải thuật nâng cao,Advanced data structures and algorithms,,KHMT,CNTC,DSAL2,,,IT003IT001,3,1
271,CS524,Một số ứng dụng của xử lý ngôn ngữ tự nhiên,Applied Natural Language Processing,,KHMT,CNTC,,,,CS221,3,1
272,CS525,Thị giác máy tính trong tương tác người – máy,Computer Vision in Human-Computer Interaction,,KHMT,CN,,,,,3,1
273,CS526,Phát triển ứng dụng đa phương tiện trên thiết bị di động,Multimedia Mobile Applications,,KHMT,CNTC,,,,IT002IT003,3,1
274,CS527,Thực tại ảo,Virtual Reality,,KHMT,CNTC,,,,,3,1
275,CS528,Trực quan hóa thông tin,Information Visualization,,KHMT,CNTC,,,,,3,1
276,CS529,Các vấn đề nghiên cứu và ứng dụng trong khoa học máy tính,Selected topics for researching and application in Computer Science,,KHMT,CNTC,,,,,4,0
277,CS530,Đồ án chuyên ngành,Undergraduate Research Project,,KHMT,CNTC,,,,,3,0
278,CS531,Đồ họa trong video game,Computer Graphics in Video Games,,KHMT,CN,,,,,3,1
279,CS532,Thị giác máy tính trong tương tác người-máy,Computer Vision in Human-Computer Interaction,,KHMT,CN,,,,,3,1
280,CS534,Lập trình Javascript và ứng dụng,Lập trình Javascript và ứng dụng,,KHMT,CNTC,,,,,3,1
281,CS535,Tổng hợp tiếng nói,Speech Synthesis,,KHMT,CNTC,,,,CS221CS114,3,1
282,CS5423,Nguyên lý các hệ cơ sở dữ liệu,Principle of database systems,,HTTT,CSN,,,,,3,1
283,CS5433,Các hệ cơ sở dữ liệu phân tán,Distributed database systems,,HTTT,CSN,,,,CS5423CS4283MSIS4013,3,0
284,CS551,Thực tập,Internship,,KHMT,TTTN,,,,,2,0
285,CSBU001,Lập trình,Programming,,KHMT,CN,,CSBU101,,,3,1
286,CSBU002,Mạng máy tính,Networking,,KHMT,CN,,,,,3,1
287,CSBU003,Thực hành nghề nghiệp,Professional Practice,,KHMT,CN,,,,,4,0
288,CSBU004,Toán cho Tin học,Maths for Computing,,KHMT,CN,,,,,3,1
289,CSBU005,Bảo mật,Security,,KHMT,CN,,,,,3,1
290,CSBU006,Quản lý dự án máy tính thành công,Managing a Successful Computing Project,,KHMT,CN,,,,,4,0
291,CSBU007,Thiết kế và phát triển cơ sở dữ liệu,Database Design and Development,,KHMT,CN,,,,,3,1
292,CSBU008,Kiến trúc máy tính,Computer Systems Architecture,,KHMT,CN,,CSBU102,,,3,1
293,CSBU009,Dự án nghiên cứu,Computing Research Project,,KHMT,CN,,,,,4,4
294,CSBU010,Công nghệ kinh doanh thông minh,Business Intelligence,,KHMT,CN,,,,,3,1
295,CSBU011,Toán rời rạc,Discrete Maths,,KHMT,CN,,CSBU110,,,4,0
296,CSBU012,Cấu trúc dữ liệu và giải thuật,Data Structures and Algorithms,,KHMT,CN,,CSBU104,,,3,1
297,CSBU013,Lập trình nâng cao,Advanced Programming,,KHMT,CN,,CSBU107,,,3,1
298,CSBU014,Máy học,Machine Learning,,KHMT,CN,,,,,3,1
299,CSBU015,Điện toán đám mây,Cloud Computing,,KHMT,CN,,,,,3,1
300,CSBU016,Thực tập,Internship,,KHMT,TTTN,,,,,0,0
301,CSBU101,Lập trình máy tính,Computer Programming,,KHMT,CN,,,,,40,25
302,CSBU102,Hệ thống máy tính,Computer Systems,,KHMT,CN,,,,,40,25
303,CSBU103,Phát triển và thiết kế web,Website Design and Development,,KHMT,CN,,,,,40,25
304,CSBU104,Cấu trúc dữ liệu và giải thuật,Data Structures and Algorithms,,KHMT,CN,,,,,40,25
305,CSBU105,Mạng máy tính căn bản,Network Fundamentals,,KHMT,CN,,,,,40,25
306,CSBU106,Đồ án đổi mới sáng tạo,Innovation Project,,KHMT,CN,,,,,48,32
307,CSBU107,Lập trình hướng đối tượng,Object Oriented Programming,,KHMT,CN,,,,,40,25
308,CSBU108,Hệ điều hành,Operating Systems,,KHMT,CN,,,,,40,25
309,CSBU109,Phát triển ứng dụng web và cơ sở dữ liệu,Database and Web Application Development,,KHMT,CN,,,,,40,25
310,CSBU110,Toán rời rạc và Lập trình khai báo,Discrete Mathematics and Declarative Programming,,KHMT,CN,,,,,40,25
311,CSBU111,An ninh mạng,Cyber Security,,KHMT,CN,,,,,40,25
312,CSBU112,Thiết kế phần mềm,Software Design,,KHMT,CN,,,,,40,25
313,CSBU201,Thiết kế trải nghiệm người dùng,User Experience Design,,KHMT,CN,,,,,40,25
314,CSBU202,Phát triển ứng dụng cho thiết bị di động và thiết bị đeo,Mobile and Wearable Application Development,,KHMT,CN,,,,,48,32
315,CSBU203,Điện toán đám mây,Cloud Computing,,KHMT,CN,,,,,40,25
316,CSBU204,Trí tuệ nhân tạo và Máy học,Artificial Intelligence and Machine Learning,,KHMT,CN,,,,,40,25
317,CSBU205,Dự án cá nhân,Individual Honours Project,,KHMT,CN,,,,,48,32
318,CSC01,Tin học đại cương,Introduction to informatics,,KHMT,CN,,IT001,,,3,1
319,CSC11,Khoa học máy tính I,Computer science I,,KHMT,CN,,,,,4,0
320,CSC12,Khoa học máy tính II,Computer science II,,KHMT,CN,,,,,4,0
321,CSC21,Tin học đại cương (TE),Introduction to informatics,,KHMT,CN,,IT001CSC01,,,5,0
322,CSKI1,Kỹ năng truyền thông làm việc nhóm,Teamwork and communication skills,,KHMT,CN,,,,,4,0
323,CU001,Văn hóa doanh nghiệp Nhật,Japanese corporate culture,,KTTT,CN,,,,,2,0
324,DAI015,Thực hành văn bản Tiếng Việt,Vietnamese Practice,,PĐTĐH,CN,,,,,2,0
325,DBSS1,Cơ sở dữ liệu,Database,,TTNN,ĐC,,IT004,,,3,1
326,DS005,Giới thiệu ngành Khoa học Dữ liệu,Introduction to Data Science,,KTTT,ĐC,,CS005IE005IS005SE005CE005NT005NT015EC005AI001,,,1,0
327,DS101,Thống kê và xác suất chuyên sâu,Advanced Statistic and Probabilistics,,KTTT,CN,,,MA005,MA006MA003,2,1
328,DS102,Học máy thống kê,Statistical Machine Learning,,KTTT,CN,,,,,3,1
329,DS103,Thu thập và tiền xử lý dữ liệu,Getting and Cleaning Data,,KTTT,CN,,DS108,,,3,1
330,DS104,Tính toán song song & phân tán,Parallel and Distributed Computing,,KTTT,CN,,,,IT004,3,1
331,DS105,Phân tích và trực quan dữ liệu,Data Analytics and Visulization,,KTTT,CN,,,,MA005IT001DS103,3,1
332,DS106,Tối ưu hóa và ứng dụng,Optimization and Applications,,KTTT,CN,,,,MA003,2,1
333,DS107,Tư duy tính toán cho Khoa học dữ liệu,Computational Thinking for Data Science,,KTTT,CN,,,,IT002,3,1
334,DS108,Tiền xử lý và xây dựng bộ dữ liệu,Pre-processing and Constructing Dataset,,KTTT,CN,,,,IT001IT004,3,1
335,DS200,Phân tích dữ liệu lớn,Big Data Analysis,,KTTT,CN,,,,,3,1
336,DS201,Deep Learning trong khoa học dữ liệu,Deep Learning for Data Science,,KTTT,CN,,,,DS102,3,1
337,DS202,Đồ án khoa học dữ liệu và ứng dụng 1,Data science project and application 1,,KTTT,CN,,,,,0,2
338,DS203,Đồ án khoa học dữ liệu và ứng dụng 2,Data science project and application 2,,KTTT,CN,,,,DS202,0,2
339,DS204,Đồ án khoa học dữ liệu và ứng dụng,Applied Project in data science,,KTTT,ĐA,,,,,0,2
340,DS207,Đồ án,Project,,KTTT,CN,,,,,0,2
341,DS300,Hệ khuyến nghị,Recommender Systems,,KTTT,CN,,,,,3,1
342,DS301,Các giải thuật khai phá dữ liệu lớn,Mining of Massive Datasets,,KTTT,CN,,,,,3,1
343,DS302,Phân tích thống kê đa biến,Multivariate Statistical Analysis,,KTTT,CN,,,MA005,,2,1
344,DS303,Thống kê Bayes,Bayesian Statictics,,KTTT,CN,,,MA005,,2,1
345,DS304,Thiết kế và phân tích thực nghiệm,Design and Analysis of Experiments,,KTTT,CN,,,,MA005,3,0
346,DS305,Phân tích dữ liệu chuỗi thời gian và ứng dụng,Applied Time Series Analysis,,KTTT,CN,,,MA005,,2,1
347,DS306,Phân tích dữ liệu lớn trong tài chính,Big Data in Finance,,KTTT,CN,,,DS200,,3,0
348,DS307,Phân tích dữ liệu truyền thông xã hội,Social Media Data Analytics,,KTTT,CN,,,,IT004,3,0
349,DS308,Mô hình đồ thị xác suất,Probabilistic Graphical Models,,KTTT,CN,,,,,3,1
350,DS309,Thực tập doanh nghiệp,Internship,,KTTT,TTTN,,,,,2,0
351,DS310,Xử lý ngôn ngữ tự nhiên cho Khoa học dữ liệu,Natural Language Processing for Data Science,,KTTT,CN,,,,DS102,3,1
352,DS311,Kỹ năng nghiên cứu và viết bài báo khoa học,Scientific research and writing skills,,KTTT,CN,,,,,3,0
353,DS312,Xử lý ảnh y khoa,Medical Image Processing,,KTTT,CN,,,,,3,0
354,DS313,Xử lý thông tin giọng nói,Speech Information Processing,,KTTT,CN,,,,DS102,3,1
355,DS314,Rút trích và truy vấn thông tin,Information Extraction and Retrieval,,KTTT,CN,,,,,3,1
356,DS315,Phân tích Kho dữ liệu,Data Warehouse Analysis,,KTTT,CN,,,,IT004,3,1
357,DS316,Xây dựng ứng dụng thông minh,Intelligent Application,,KTTT,CN,,,,,3,1
358,DS317,Khai phá dữ liệu trong doanh nghiệp,Data Mining for Enterprise,,KTTT,CN,,,,IT002IT003,3,1
359,DS318,Đạo đức trong Trí tuệ nhân tạo và Khoa học dữ liệu,Ethics in Artificial Intelligence and Data Science,,KTTT,CN,,,,,3,0
360,DS505,Khóa luận tốt nghiệp,Thesis,,KTTT,KLTN,,,,,10,0
361,DSAL1,Cấu trúc dữ liệu và giải thuật,Data Structures and Algorithms,,TTNN,ĐC,,IT003,,,3,1
362,DSAL2,Cấu trúc dữ liệu & giải thuật nâng cao,Advanced data structures and algorithms,,KHMT,ĐC,,CS523,,,3,1
363,DTH039,Đô thị học đại cương,Introduction to urban studies,,PĐTĐH,CN,,,,,3,0
364,EC001,Kinh tế học đại cương,Principles of economics,,HTTT,CSN,,,,,4,0
365,EC002,Quản trị doanh nghiệp,Business Management,,HTTT,CNTC,,,,,3,0
366,EC003,Tiếp thị căn bản,Basic makerting,,HTTT,CN,,EC101,,,3,0
367,EC005,Giới thiệu ngành Thương mại Điện tử,Introduction to E-Commerce,,HTTT,ĐC,,CS005IE005IS005SE005CE005NT005NT015DS005AI001,,,1,0
368,EC101,Marketing căn bản,Basic marketing,,HTTT,CN,,,,,3,0
369,EC201,Phân tích thiết kế quy trình nghiệp vụ doanh nghiệp,Business Process Modeling,,HTTT,CSN,,,,,3,1
370,EC202,Nhập môn quản trị chuỗi cung ứng,Supply Chain Management,,HTTT,CNTC,,EC214,,,3,1
371,EC203,Quản trị quan hệ khách hàng và nhà cung cấp,Customer Relationship Management and Supplier Relationship Management,,HTTT,CN,,EC213,,,3,1
372,EC204,Marketing điện tử,E-Marketing,,HTTT,CN,,,,,2,1
373,EC208,QuẢN trị dự án TMĐT,E-Commerce project management,,HTTT,CN,,,,,3,0
374,EC212,Thực tập doanh nghiệp,Industry Internship Program,,HTTT,TTTN,,EC222,,,3,0
375,EC213,Quản trị quan hệ khách hàng và nhà cung cấp,Customer Relationship Management and Supplier Relationship Management,,HTTT,CN,,,,,2,1
376,EC214,Nhập môn Quản trị chuỗi cung ứng,Introduction to Supply Chain Management,,HTTT,CNTC,,,,,3,0
377,EC219,Pháp luật trong thương mại điện tử,Law in E-Commerce,,HTTT,CN,,EC229,,,3,0
378,EC222,Thực tập doanh nghiệp,Internship,,HTTT,TTTN,,,,,2,0
379,EC229,Pháp luật trong thương mại điện tử,Law in E-Commerce,,HTTT,CN,,,,,2,0
380,EC232,Nguyên lý kế toán,Principle of accounting,,HTTT,CNTC,,,,,3,0
381,EC301,Tiếp thị trực tuyến (E-Marketing),E-Marketing,,HTTT,CN,,EC311,,,3,1
382,EC302,Thiết kế Hệ thống Thương mại điện tử,E-Commerce System Design,,HTTT,CN,,EC312,,,3,1
383,EC304,Tối ưu hóa công cụ tìm kiếm trong Thương mại điện tử,Search engine optimization in E-Commerce,,HTTT,CN,,,,,3,0
384,EC311,Tiếp thị trực tuyến,E-Marketing,,HTTT,CN,,EC204,,,2,1
385,EC312,Thiết kế hệ thống thương mại điện tử,E-Commerce System Design,,HTTT,CN,,,,IS207,2,1
386,EC331,Quản trị chiến lược kinh doanh điện tử,Electronic Strategic Business Management,,HTTT,CNTC,,,,,3,0
387,EC332,Quản trị sản xuất,Production & Mananufacturing Management,,HTTT,CNTC,,,,,3,0
388,EC333,Quản trị tài chính doanh nghiệp,Finance Management,,HTTT,CNTC,,,,,3,0
389,EC334,Quản trị kênh phân phối,Distribution Chanel Management,,HTTT,CNTC,,,,,3,0
390,EC335,An toàn và bảo mật thương mại điện tử,Safety and security in Electronic Commerce,,HTTT,CN,,,,IT005IS207,3,0
391,EC336,Quản trị nhân lực,Human Resources,,HTTT,CNTC,,,,,3,0
392,EC337,Hệ thống thanh toán trực tuyến,E-Payment System,,HTTT,CN,,,,,3,0
393,EC338,Quản trị bán hàng,Sales Management,,HTTT,CNTC,,,,,3,0
394,EC401,Khóa luận tốt nghiệp,Thesis,,HTTT,KLTN,,,,,10,0
395,EC402,Phát triển ứng dụng thương mại di động,Mobile commerce application development,,HTTT,CN,,,,,3,1
396,EC403,Thương mại xã hội,Social commerce,,HTTT,CN,,,,,3,0
397,ECE02,Mạch số,Digital circuit,,BMTL,ĐC,,,,,3,1
398,ECON3313,Kinh tế tiền tệ,Monetary economics,,HTTT,CNTC,,,,,3,0
399,EN001,Anh văn 1,English 1,,BMAV,ĐC,,,ENBT,,4,0
400,EN001.CO,English for Communication 1,English for Communication 1,,HTTT,BT,,,,,0,0
401,EN001.GE,General English,General English,,HTTT,BT,,,,,0,0
402,EN002,Anh văn 2,English 2,,BMAV,ĐC,,EN004ENG01,EN001,,4,0
403,EN002.CO,English for Communication 1,English for Communication 1,,HTTT,BT,,,,,0,0
404,EN002.GE,General English,General English,,HTTT,BT,,,,,0,0
405,EN003,Anh văn 3,English 3,,BMAV,ĐC,,EN006EN005ENG02,EN002,,4,0
406,EN004,Anh văn 1,English 1,,BMAV,ĐC,,ENG01,,,4,0
407,EN005,Anh văn 2,English 2,,BMAV,ĐC,,ENG02,,,4,0
408,EN006,Anh văn 3,English 3,,BMAV,ĐC,,ENG03,,,4,0
409,ENBT,Anh văn Bổ túc,English 0,,BMAV,BT,,,,,0,0
410,ENG00,Anh văn 0,English 0,,TTNN,ĐC,,,,,0,0
411,ENG01,Anh văn 1,English 1,,TTNN,ĐC,,INT001EN004EN002,,,4,0
412,ENG02,Anh văn 2,English 2,,TTNN,ĐC,,INT003EN005EN003,,ENG01,4,0
413,ENG03,Anh văn 3,English 3,,TTNN,ĐC,,INT004EN006,,ENG02,4,0
414,ENG04,Anh văn 4,English 4,,TTNN,ĐC,,INT005,ENG03,,4,0
415,ENG05,Anh văn 5,English 5,,TTNN,ĐC,,INT006,ENG04,,4,0
416,ENG06,Kỹ năng thuyết trình tiếng Anh,Effective Presentation,,TTNN,CN,,,ENG03,,4,0
417,ENG07,Kỹ Năng Viết Luận,Academic Writing,,TTNN,CN,,,ENG03,,4,0
418,ENG11,Tiếng anh tăng cường I,Intensive English I,,TTNN,ĐC,,,,,0,0
419,ENG12,Tiếng anh tăng cường II,Intensive English II,,TTNN,ĐC,,,,,0,0
420,ENG13,Tiếng Anh I,English Composition I,,TTNN,ĐC,,,,,0,0
421,ENG14,Tiếng Anh II,English Composition II,,TTNN,ĐC,,,,,0,0
422,ENG15,Tiếng Anh chuyên ngành CNTT,English for computer science,,TTNN,ĐC,,,,,0,0
423,ENGA1,Anh văn sơ cấp 1,Anh văn sơ cấp 1,,TTNN,BT,,,,,0,0
424,ENGA2,Anh văn sơ cấp 2,Anh văn sơ cấp 2,,TTNN,BT,,,,,0,0
425,ENGBT,Anh văn bổ túc,English 0,,TTNN,ĐC,,,,,0,0
426,ENGL1113,Tiếng Anh I,English Composition I,,HTTT,ĐC,,ENG06,,,3,0
427,ENGL1213,Tiếng Anh II,English composition 2,,HTTT,ĐC,ENG14,ENG07,ENGL1113,,3,0
428,ENLS1,"Nâng cao kỹ năng nghe, nói tiếng Anh 1","Nâng cao kỹ năng nghe, nói tiếng Anh 1",,TTNN,ĐC,,,,,0,0
429,ENLS2,"Nâng cao kỹ năng nghe, nói tiếng Anh 2","Nâng cao kỹ năng nghe, nói tiếng Anh 2",,TTNN,ĐC,,,,,0,0
430,ENRW1,"Nâng cao kỹ năng đọc, viết tiếng Anh 1","Nâng cao kỹ năng đọc, viết tiếng Anh 1",,TTNN,ĐC,,,,,0,0
431,ENRW2,"Nâng cao kỹ năng đọc, viết tiếng Anh 2","Nâng cao kỹ năng đọc, viết tiếng Anh 2",,TTNN,ĐC,,,,,0,0
432,GDH075,Tâm lý học giao tiếp,Communication psychology,,PĐTĐH,CN,,,,,1,1
433,HCMT1,Tư tưởng Hồ Chí Minh,Ho Chi Minh's Ideology,,PĐTĐH,ĐC,,SS003,,,2,0
434,IE005,Giới thiệu ngành Công nghệ Thông tin,Introduction to Information Technology,,KTTT,ĐC,,CS005IS005SE005CE005NT005NT015EC005DS005AI001,,,1,0
435,IE101,Cơ sở hạ tầng công nghệ thông tin,Information technology Infrastructure,,KTTT,CSN,,,,,2,1
436,IE102,Các công nghệ nền,Platform technologies,,KTTT,CSN,,,,,2,1
437,IE103,Quản lý thông tin,Information management,,KTTT,CSN,,,,IT004,3,1
438,IE104,Internet và công nghệ Web,Internet and web technology,,KTTT,CSN,,,,IT001IT005,3,1
439,IE105,Nhập môn bảo đảm và an ninh thông tin,Introduction to information assurance and security,,KTTT,CSN,,,,,3,1
440,IE106,Thiết kế giao diện người dùng,User interface design,,KTTT,CSN,,,,IT001,3,1
441,IE107,Thiết kế giao diện người dùng,Thiết kế giao diện người dùng,,KTTT,CSN,,,,,3,1
442,IE108,Phân tích thiết kế phần mềm,Software Analysis and Design,,KTTT,CN,,,,,3,1
443,IE201,Xử lý dữ liệu thống kê,Analysis of statistical data,,KTTT,CN,,,,MA005MA006,3,0
444,IE202,Quản trị doanh nghiệp,Business management,,KTTT,CN,,,,,3,0
445,IE203,Hệ thống quản trị qui trình nghiệp vụ,Bussiness process management systems,,KTTT,CĐTN,,,,IT001IT004,3,1
446,IE204,Tối ưu hóa công cụ tìm kiếm,Search engine optimization,,KTTT,CĐTN,,,,IE104,3,1
447,IE205,Xử lý ảnh vệ tinh,Satellite image processing,,KTTT,CN,,,,IS351,3,0
448,IE206,Đồ án chuẩn bị tốt nghiệp,Preparing for the graduation project,,KTTT,ĐA,,,,,0,2
449,IE207,Đồ án,Project,,KTTT,ĐA,,,,IT001IT004,0,2
450,IE208,Kiến trúc và tích hợp hệ thống,System Integration and Architecture,,KTTT,CNTC,,,,,3,0
451,IE209,Công nghệ Java,Java Technology,,KTTT,CNTC,,IE303,,IT002,3,1
452,IE210,Hệ thống định vị toàn cầu (GPS),Global Positioning System,,KTTT,CNTC,,,,,3,0
453,IE211,Tin học môi trường,Environmental Informatics,,KTTT,CNTC,,,,,2,0
454,IE212,Công nghệ Dữ liệu lớn,Big Data Technology,,KTTT,CN,,,,IT007,3,1
455,IE213,Kỹ thuật phát triển hệ thống Web,Web System Development,,KTTT,CN,,,,IE104,3,1
456,IE216,Các chủ đề toán học cho KHDL,Topics in Mathematics of Data Science,,KTTT,CNTC,,,,,3,0
457,IE217,Máy học,Máy học,,KTTT,CNTC,,DS102,,,3,1
458,IE218,Xử lý dữ liệu lớn,Big Data Processing,,KTTT,CNTC,,,,,3,1
459,IE221,Kỹ thuật lập trình Python,Python Programming Techniques,,KTTT,CN,,,,IT001,3,1
460,IE222,Phân tích dữ liệu bằng Python,Phân tích dữ liệu bằng Python,,KTTT,CN,,,,,3,1
461,IE223,Phân tích dữ liệu bằng Python &R,Phân tích dữ liệu bằng Python &R,,KTTT,CN,,,,,3,1
462,IE224,Phân tích dữ liệu,Data Analysis,,KTTT,CN,,,,,3,1
463,IE225,Mạng kết nối,Interconnections Networks,,KTTT,CN,,,,,3,1
464,IE226,Đồ họa và trực quan hóa máy tính,Computer Graphics and Visualization,,KTTT,CN,,,,,3,1
465,IE227,Xử lý tín hiệu số cho mạng,Signal Processing over Networks,,KTTT,CN,,,,,3,1
466,IE228,Human-Computer Interaction,Human-Computer Interaction,,KTTT,CN,,,,,3,1
467,IE229,Artificial Intelligence,Artificial Intelligence,,KTTT,CN,,,,,3,1
468,IE230,Viết báo cáo kỹ thuật bằng tiếng Nhật,Japanese technical writing,,KTTT,CN,,,,,0,2
469,IE231,Quản trị doanh nghiệp công nghệ thông tin,Information technology enterprise management,,KTTT,CN,,,,,3,0
470,IE232,Nhập môn trí tuệ nhân tạo,Introduction to Artificial Intelligence,,KTTT,CN,,,,,3,1
471,IE301,Quản trị quan hệ khách hàng,Customer relationship management,,KTTT,CNTC,,,,,3,0
472,IE302,Kiến trúc và tích hợp hệ thống,System integration and architecture,,KTTT,CNTC,,,,,3,0
473,IE303,Công nghệ Java,Java technology,,KTTT,CĐTN,,,,IT002,3,1
474,IE304,Hệ thống định vị toàn cầu,Global positioning system,,KTTT,CNTC,,,,IS251,3,0
475,IE305,Tin học môi trường,Environmental informatics,,KTTT,CNTC,,,,IE101IS251,2,0
476,IE307,Công nghệ lập trình đa nền tảng cho ứng dụng di động,Cross-Platform Mobile Development,,KTTT,CNTC,,,,,3,1
477,IE309,Thực tập doanh nghiệp,Internship,,KTTT,TTTN,,,,,2,0
478,IE310,Tư duy thiết kế,Design thinking,,KTTT,CN,,,,,3,0
479,IE401,Tin-Sinh học,Bioinformatics,,KTTT,CĐTN,,,,IT003,3,0
480,IE402,Hệ thống thông tin địa lý 3 chiều,Three - dimentinal geographic information system,,KTTT,CĐTN,,,,IT004,3,1
481,IE403,Khai thác dữ liệu truyền thông xã hội,Social media mining,,KTTT,CĐTN,,,,,3,0
482,IE404,Khai phá truyền thông xã hội,Social Media Mining,,KTTT,CĐTN,,,,,3,0
483,IE405,Công nghệ phân tích dữ liệu lớn,Big data analysis Technologies,,KTTT,CĐTN,,,,,3,1
484,IE406,Nhập môn ẩn thông tin và ứng dụng,Data hiding fundamentals and applications,,KTTT,TN,,,,,3,0
485,IE505,Khóa luận tốt nghiệp,Graduation thesis,,KTTT,KLTN,,,,,10,0
486,IEM4733,Tái cấu trúc quy trình doanh nghiệp,Re-engineering Business Processes,,HTTT,CN,,,,MSIS3303,3,0
487,IEM5723,"Mô hình hóa dữ liệu, quy trình và đối tượng","Data, Process and Object Modeling",,HTTT,CSN,,,,MSIS2433,3,0
488,INI01,Thực tập quốc tế,International Internship,,PĐTĐH,CN,,,,,2,0
489,INT001,Tiếng Anh tổng quát (tạm gọi),General English,,HTTT,BT,,ENG01,,,0,0
490,INT002,Toeic 1,Toeic 1,,HTTT,BT,,,,,0,0
491,INT003,Tiếng Anh tổng quát 2 (tạm gọi),General English 2,,HTTT,BT,,ENG02,,,0,0
492,INT004,Toeic 2,Toeic 2,,HTTT,BT,,ENG03,,,0,0
493,INT005,Tiếng Anh giao tiếp (tạm gọi),Communication,,HTTT,ĐC,,ENG04,,,0,0
494,INT006,Toeic 3,Toeic 3,,HTTT,ĐC,,ENG05,,,0,0
495,IS005,Giới thiệu ngành Hệ thống Thông tin,Introduction to Information Systems discipline,,HTTT,ĐC,,CS005IE005SE005CE005NT005NT015EC005DS005AI001,,,1,0
496,IS101,Thiết kế cơ sở dữ liệu,Database design,,HTTT,CN,IS214,IS214,,,3,1
497,IS102,Các hệ cơ sở tri thức,Knowledge-based systems,,HTTT,CN,,CS217,,,3,0
498,IS103,Hệ quản trị cơ sở dữ liệu,Database Management Systems,,HTTT,CN,,IS210,,,3,1
499,IS104,Cơ sở dữ liệu phân tán,Distributed Databases,,HTTT,CN,,IS211,,,3,1
500,IS105,Hệ quản trị cơ sở dữ liệu Oracle,Oracle database management system,,HTTT,CN,,,,IT004,3,1
501,IS106,Khai thác dữ liệu,Data Mining,,HTTT,CN,,,,,3,1
502,IS107,Hệ thống thông tin kế toán,Accounting Information Systems,,HTTT,CN,,IS232,,,5,0
503,IS201,Phân tích thiết kế hệ thống thông tin,Information system analysis and design,,HTTT,CSN,,,,IT004IT002,3,1
504,IS202,Nhập môn công nghệ phần mềm,Software engineering,,HTTT,CN,,SE104,,,3,1
505,IS203,Lập trình cơ sở dữ liệu,Database programming,,HTTT,CN,,,,IT004,3,1
506,IS204,Nhập môn hệ thống thông tin địa lý,Introduction to Geographic Information Systems,,HTTT,CN,,IS251,,,3,1
507,IS205,PTTK hướng đối tượng với UML,Object-oriented Analysis and Design with UML,,HTTT,CN,,IS215,,,3,1
508,IS206,Lập trình ứng dụng Web với Java,Web application programming in Java,,HTTT,CN,,IS216,,IT004,3,1
509,IS207,Phát triển ứng dụng web,Web application development,,HTTT,CN,,,,IT004,3,1
510,IS208,Quản lý dự án công nghệ thông tin,Information-technology project management,,HTTT,CSN,,SE340,,,3,1
511,IS210,Hệ quản trị cơ sở dữ liệu,Database management systems,,HTTT,CSN,,,,IT004,3,1
512,IS211,Cơ sở dữ liệu phân tán,Distributed databases,,HTTT,CN,IS104,,,IT004IT005,3,1
513,IS212,Thực tập tốt nghiệp,Internship,,HTTT,TTTN,,,,,3,0
514,IS213,Đồ án xây dựng một hệ thống thông tin,Information system development,,HTTT,ĐA,,,,,3,0
515,IS214,Thiết kế cơ sở dữ liệu,Database design,,HTTT,CN,,,,,3,1
516,IS215,Thiết kế hướng đối tượng với UML,Object-oriented analysis and design with UML,,HTTT,CSN,,,,IT002IT004,3,1
517,IS216,Lập trình Java,Programming with Java,,HTTT,CSN,,,,IT004,3,1
518,IS217,Kho dữ liệu và OLAP,Data warehouse and OLAP,,HTTT,CN,IS304,IS304,,IT004,3,0
519,IS218,Kỹ năng tư vấn,Kỹ năng tư vấn,,HTTT,CNTC,,,,,2,0
520,IS219,Pháp luật trong Thương mại điện tử,Pháp luật trong Thương mại điện tử,,HTTT,CNTC,,,,,3,0
521,IS220,Xây dựng HTTT trên các framework,.Net Technology,,HTTT,CN,,,,,3,1
522,IS225,Khai thác dữ liệu và ứng dụng,Data mining and applications,,,CN,,,,,4,0
523,IS232,Hệ thống thông tin kế toán,Accounting information systems,,HTTT,CN,IS107,,,IS336,4,0
524,IS251,Nhập môn Hệ thống thông tin địa lý,Introduction to geographic information systems,,HTTT,CN,IS204,IS204,,IT004,3,1
525,IS252,Khai thác dữ liệu,Data mining,,HTTT,CN,IS106,,,MA005IT004,3,1
